                                                                    random  random    bkwd   record   stride
                    KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
2013-03-02T06:02:00 64       8  587635 1083249  3057153  2923952 2467108 1421755 1879725  1828508  2358717   969761  1188789 2537060  2923952
2013-03-02T09:02:00 64       8  503814 1083249  3791156  4018152 3406295 1421755 1734015  1526887  2379626  1013707   889431 1638743  2052169
2013-03-02T12:03:00 64       8  500060 1083249  2892445  2892445 2203800 1421755 1734015  2006158  2067979  1066042  1049372 2203800  3541098
2013-03-02T15:03:00 64       8  695778 1363961  3022727  2772930 2662899 1553394 1828508  2067979  1947927  1143223  1421755 2298136  2801873
2013-03-02T18:03:00 64       8  528618 1105556  2662899  2379626 3203069 1421755 1828508  1460430  2067979  1232453  1304314 2467108  2772930
2013-03-02T21:03:00 64       8  577521 1101022  2923952  2892445 2006158 1421755  821391  2067979  2358717  1105556  1452528 2561267  2561267
2013-03-03T00:03:00 64       8  659861 1255511  2892445  3057153 2467108 1049372 1780008  1421755  2222043  1255511  1083249 2467108  2801873
2013-03-03T03:02:00 64       8  561808 1163036  2278628  1933893 3203069 1452528 1421755  1828508  2923952  1518251  1255511 1734015  1452528
2013-03-03T06:02:00 64       8  489126 1336792  2892445  3363612 3165299 1991276 2278628  1599680  2278628  1232453  1421755 2561267  2662899
2013-03-03T09:02:00 64       8  566551 1357066  3541098  1452528 3203069 1070292 1460430  1599680  1392258  1232453   889431 3363612  1648808
2013-03-03T12:02:00 64       8  463774 1002351  3738358  1679761 2358717 1143223 2203800  2067979  1734015  1188789  1336792 1679761  2662899
2013-03-03T15:02:00 64       8  538156 1452528  3203069  3057153 2892445 1828508 1304314  1638743  2561267  1357066  1232453 2298136  2923952
2013-03-03T18:02:00 64       8  627470  889431  2278628  2467108 3203069 1526887 1363961  1933893  2298136  1119387   771797 1363961  1330167
2013-03-03T21:02:00 64       8  557144 1143223  3165299  2923952 2467108 1163036 1484662  1562436  2358717  1279447  1033216 2444640  3738358
2013-03-04T00:02:00 64       8   80712  901377  2278628  4018152 3203069 1828508 1304314  2133730  2561267  1526887  1232453 1828508  2467108
2013-02-18T09:03:00 64      16  703068 1562436  4018152  5283570 4018152 1638743 2772930  2298136  3541098  1553394  1780008 2662899  1828508
2013-02-18T12:02:00 64      16  666414 1452528  2892445  4018152 4018152 1638743 2358717  2298136  3541098  1562436  1638743 3541098  3791156
2013-02-18T15:03:00 64      16  771797 2067979  3203069  2444640 3958892 1518251 2689580  2278628  3541098  1526887  1599680 2662899  3958892
2013-02-18T18:03:00 64      16  842003 1421755  3022727  4274062 4274062 1638743 2772930  2379626  2662899  1392258  1780008 2444640  4274062
2013-02-18T21:02:00 64      16  725882 1330167  2467108  2467108 3958892  586352 1679761  2467108  3203069  1392258  1780008 2467108  3738358
2013-02-19T00:02:00 64      16  421534  621657  4274062  4564786 4274062 1679761 2772930  2662899  3588436  1947927  1947927 1690338  3738358
2013-02-19T03:02:00 64      16  686877  735831  3057153  2444640 3541098 1562436 1780008  2133730  3363612  1562436  1232453 1526887  2561267
2013-02-19T06:02:00 64      16  365314  901377  2561267  2358717 3738358 1204796 1734015  2203800  2772930  1452528  2379626 3057153  2892445
2013-02-19T09:03:00 64      16  693980 2116903  2467108  4274062 3791156 2379626 1421755  2561267  3541098  2006158  2298136 3791156  4274062
2013-02-19T12:02:00 64      16  780776 2133730  2278628  3738358 2561267 1599680 2662899  2561267  2278628  1679761  2358717 2006158  4274062
2013-02-19T15:03:00 64      16  673098 1330167  4274062  4274062 4274062 1679761 1722886  2222043  1734015  1188789  1017549 2892445  4274062
2013-02-19T18:02:00 64      16  651849  952555  2561267  4988978 3363612 1421755 1421755  2379626  2467108  1392258  1828508 4018152  4564786
2013-02-19T21:02:00 64      16  771797 1526887  4564786  4564786 4018152 1679761 3057153  2379626  3541098  1562436  1734015 2561267  4018152
2013-02-20T00:03:00 64      16  727850 1828508  4564786  2052169 3738358 1392258 2298136  2379626  2662899  1124074  1562436 2467108  4274062
2013-02-20T03:03:00 64      16  789967 1357066  2662899  3958892 2067979  318124 1734015  2133730  2358717  1304314  1255511 1722886  1484662
2013-02-20T06:02:00 64      16  576282  901377  2467108   397208 4018152 1562436 1690338  2467108  2561267  1452528  1143223 1526887  1255511
2013-02-20T09:03:00 64      16  257169 1013707  4564786  4564786 3958892 1679761 1124074  2278628  1879725  1421755  1452528 1562436  3203069
2013-02-20T12:03:00 64      16  754443  926260  2772930  3588436 3541098  718114 1991276  2203800  3363612  1279447  1780008 3057153  1648808
2013-02-20T15:03:00 64      16  760859  983980  3022727  4274062 3958892 1638743 1562436  2379626  2467108  1163036  1828508 2772930  3203069
2013-02-20T18:03:00 64      16  653436 1304314  4274062  4274062 4018152 2379626 1526887  2561267  3541098  1879725  2052169 3588436  1679761
2013-02-20T21:03:00 64      16  620221 1484662  3541098  4564786 4018152 1679761 1879725  2203800  2133730  1183548  1599680 3203069  3958892
2013-02-21T00:03:00 64      16  413101 1013707  4018152  2006158 4018152 2379626 1460430  2561267  2278628  1484662  1780008 2358717  1933893
2013-02-21T03:03:00 64      16  720041 1879725  2801873  3738358 4018152 1638743 2801873  2358717  3588436  1526887  1066042 2772930  3541098
2013-02-21T06:03:00 64      16  481234  901377  2067979  2133730 3588436 1828508 1336792  1933893  1933893  1226821   752329 1892980  1452528
2013-02-21T09:03:00 64      16  653436 1452528  4564786  4564786 4274062 1363961 2662899  2379626   380864   829001  2278628 2561267  4274062
2013-02-21T12:03:00 64      16  789967  998622  4564786  2467108 3363612 1336792 2203800  2222043  3541098  1599680  2467108 3588436  4207076
2013-02-21T15:04:00 64      16  743988 2133730  4564786  2662899 4274062 1518251 2662899  2222043  3541098  1421755  1204796 2772930  1828508
2013-02-21T18:04:00 64      16  653436 1033216  4274062  2467108 3958892 1518251 1879725  2203800  2662899  1363961  1049372 2662899  2662899
2013-02-21T21:03:00 64      16  647135 1255511  4274062  4274062 3791156 2278628 2467108  2467108  3363612  1599680  1017549 2662899  3588436
2013-02-22T00:04:00 64      16  659861 1279447  4564786  3588436 3791156 2203800 2358717  2689580  3588436  1421755  1421755 2067979  2358717
2013-02-22T03:04:00 64      16  763021 1101022  3057153  3791156 3738358 1492919 1879725  2298136  3363612  1648808  1357066 1526887   969761
2013-02-22T06:03:00 64      16  735831 1336792  2561267  2467108 3958892 1599680 1518251  2278628  2662899  1310683  1119387 1392258  1562436
2013-02-22T09:03:00 64      16  571375 1255511  3203069  2772930 4018152 1526887 1484662  2561267  3588436   703068  1392258 2662899  1947927
2013-02-22T12:04:00 64      16  380864 1210227  4274062  4564786 4274062 2379626 1562436  2203800  3541098  1421755  2379626 2561267  3588436
2013-02-22T15:03:00 64      16  185922  831569  4564786  3791156 4018152 1562436 2662899  2561267  3203069  1780008  2467108 3541098  4274062
2013-02-22T18:03:00 64      16  546928 2006158  2561267  4018152 3958892 1933893 2067979  2133730  2444640   983980  1828508 1780008  1879725
2013-02-22T21:03:00 64      16  780776 1933893  3541098  4274062 4018152 2444640 2561267  2561267  3541098  1734015  1484662 2444640  4207076
2013-02-23T00:03:00 64      16  818885 1492919  3738358  2561267 3791156 1484662  942521  2133730  2467108  1163036  1722886 3541098  4274062
2013-02-23T03:03:00 64      16  901377 2133730  3022727  2379626 3791156 1255511 2278628  2278628  3363612  1648808  2278628 3057153  1933893
2013-02-23T06:04:00 64      16  524487 1518251  4564786  4643754 4274062 1648808 2923952  2358717  3541098  1518251   659861  203236   998622
2013-02-23T09:03:00 64      16  647135 2052169  3057153  2133730 3958892 1562436 1879725  2203800  2561267  1421755  1484662 2772930  4274062
2013-02-23T12:04:00 64      16  571375  866463  3203069  1734015 3541098 1310683 1638743  2133730  1484662  1204796   799377 2561267  2662899
2013-02-23T15:04:00 64      16  831569 1562436  4274062  2006158 1002351 1484662  718114  2133730  2662899  1183548  2278628 3363612  3203069
2013-02-23T18:04:00 64      16  760859 2133730  4274062  4564786 4018152 2467108 1226821   488236  2561267  1518251  1484662 2923952  3057153
2013-02-23T21:04:00 64      16  735831 1421755  4207076  4564786 4018152 1648808 1780008  2298136  1033216  1336792  1330167 2892445  4564786
2013-02-24T00:04:00 64      16  743988 1562436  4564786  4274062 4018152 1690338 2923952  2358717  3022727  1562436  1330167 2444640  4564786
2013-02-24T03:04:00 64      16  913649 2203800  3022727  3363612 4018152 1452528 1947927  2203800  2772930  1452528  1828508 3791156  4274062
2013-02-24T06:04:00 64      16  727850 1562436  3363612  2006158 2116903  666414 2467108  2689580  3588436  1947927   388021 2772930  4018152
2013-02-24T09:04:00 64      16  743988 1599680  3958892  3738358 3738358 1638743 1421755  2358717  3363612  1421755  1690338 4018152  4897948
2013-02-24T12:04:00 64      16  801764 2133730  4564786  4207076 3738358 2278628 2892445  2662899  3791156  1892980  1828508 1828508  3406295
2013-02-24T15:03:00 64      16  674790 2067979  3791156  4274062 4018152 2379626 2278628  2278628  2444640  1392258  1780008 2892445  4274062
2013-02-24T18:03:00 64      16  703068 1087638  4274062  4564786 3958892 2358717 2561267  2561267  3363612  1017549  1734015 3057153  4274062
2013-02-24T21:04:00 64      16  710511 1163036  4274062  4564786 4274062 1648808 2662899  2379626  3541098  1518251  1780008 3541098  4564786
2013-02-25T00:03:00 64      16  771797 1518251  4643754  3057153 4018152 1460430 1734015  1879725  3541098  1421755  1828508 3738358  1330167
2013-02-25T03:03:00 64      16  771797 1049372  4564786  4564786 4018152 1638743 2662899  2358717  1492919  1518251  1143223 2801873  1768283
2013-02-25T06:03:00 64      16  703068  727850  3022727  4564786 4018152 1599680 1991276  2278628  2561267  1452528  1722886 2133730  2772930
2013-02-25T09:03:00 64      16  710511 1492919  4564786  3057153 3958892 1553394  969761  2379626  2067979  1279447  1183548 1828508  3588436
2013-02-25T12:04:00 64      16  831569 1518251  4897948  4564786 4274062 1679761 2772930  2278628  3363612  1492919  1029254 1255511  3057153
2013-02-25T15:03:00 64      16  743988 1768283  3791156  2561267 4018152 1526887 2772930  2358717  2772930  1013707  1119387 3057153  1232453
2013-02-25T18:04:00 64      16  591520 1828508  3541098  2561267 4274062 1526887 2662899  2379626  3203069  1033216  1163036 3057153  1232453
2013-02-25T21:04:00 64      16  821391 1526887  4018152  3791156 3738358 1421755 2537060  2203800  2923952  1421755  1124074 1828508  1879725
2013-02-26T00:04:00 64      16  627470  693980  2561267  1638743 3738358 1638743 1638743  2052169  2662899  1363961  1336792 2892445  3588436
2013-02-26T03:04:00 64      16  735831 1562436  4564786  4564786 4018152 1648808 2203800  2222043  3165299  1363961  1304314 3363612  4207076
2013-02-26T06:03:00 64      16  621657 1124074  3057153  3738358 4274062 1599680 1599680  2278628  2772930  1460430  1304314 2298136  3791156
2013-02-26T09:04:00 64      16  566551 1204796  4018152  4018152 4018152 2298136 2298136  2689580  2298136  1429325  1780008 3738358  4274062
2013-02-26T12:04:00 64      16  801764  929467  3203069  4564786 3958892 2278628  901377  1101022  2222043  1304314  1452528  743988  3958892
2013-02-26T15:04:00 64      16  743988 1460430  4274062  3203069 4018152 1492919 2561267  2561267  2923952  1679761  1304314 1768283  2923952
2013-02-26T18:04:00 64      16  695778 2133730  4564786  1357066 4018152 1492919 2379626  2278628  1722886   752329  1492919 2662899  2801873
2013-02-26T21:04:00 64      16  489126  866463  4018152  3057153 4018152 1562436 1638743  2203800  2467108  1105556  1421755 3022727  2067979
2013-02-27T00:03:00 64      16  752329 1526887  2358717  3363612 4018152 1780008 2662899   503814  2379626  1232453  1255511 3203069  4274062
2013-02-27T03:04:00 64      16  615952 1452528  4274062  4274062 2561267 1679761 1562436  2379626  2689580  1124074  1304314 3057153  4274062
2013-02-27T06:04:00 64      16  557144 1526887  4564786  4274062 3958892 1599680 1879725  2298136  3363612  1484662  1188789 2067979  1599680
2013-02-27T09:05:00 64      16  842003 2133730  4643754  4564786 4018152 2467108 2561267  2067979  2923952  1452528  2006158 3791156  4274062
2013-02-27T12:04:00 64      16  710511 1029254   939223  3738358 3541098 1460430 2561267  2379626  3363612  1562436  1460430 2203800  4018152
2013-02-27T15:04:00 64      16  520419  998622  2358717  2772930 4274062 2203800 1562436  2278628  2561267  1232453  1562436 3541098  4274062
2013-02-27T18:04:00 64      16  789967 1421755  4564786  4564786 4018152 1679761 2923952  1828508  3057153  1484662  1828508 3791156  3958892
2013-02-27T21:04:00 64      16  821391 1492919  4274062  3541098 4018152 1599680 2561267  2278628  3022727   710511  1188789 2662899  4897948
2013-02-28T00:04:00 64      16  746056  760859  4564786  4274062 4018152 2467108 2801873  2561267  1638743   874936   538156  998622  1124074
2013-02-28T03:03:00 64      16  592827 1066042  4018152  4018152 4018152 2379626 2467108  2561267  3363612  1330167   760859 1933893  3057153
2013-02-28T06:04:00 64      16  831569 1210227  3541098  3791156 4018152 1690338 1933893  2278628  3363612  1518251  1690338 3363612  3541098
2013-02-28T09:04:00 64      16  821391 1492919  2923952  4274062 4274062 1638743 2801873  2278628  3406295  1421755  1553394 2006158  3203069
2013-02-28T12:04:00 64      16  735831 1363961  4274062  3738358 4018152 1648808 1991276  2298136  3541098  1599680  1768283 3363612  2278628
2013-02-28T15:03:00 64      16  799377 1562436  4897948  4564786 4018152 1679761 2278628  2067979  3363612  1429325  1599680 3057153  4274062
2013-02-28T18:03:00 64      16  591520 1892980  2278628  3203069 4018152 1638743 1562436  2298136  3738358  1484662  1879725 3791156  4897948
2013-02-28T21:04:00 64      16  627470 2133730  4564786  4564786 4018152 2467108 1385075  2222043   402569  1279447  1255511 3203069  4207076
2013-03-01T00:04:00 64      16  821391 1492919  4274062  1991276 4207076 1638743 1562436  2278628  3203069  1304314   688639 3057153  4274062
2013-03-01T03:00:00 64      16  633392 1304314  3541098  3738358 2662899 1679761 2203800  1828508  2772930   998622  1599680 2358717  3541098
2013-03-01T06:02:00 64      16  651849  771797  3541098  1690338 3057153 1183548 2067979  1599680  3406295  1562436   955947 1363961  2278628
2013-03-01T09:02:00 64      16  673098 1285575  3588436  3363612 3057153 1638743 2298136  1562436  2689580  1310683  1363961 2772930  3203069
2013-03-01T12:02:00 64      16  659861 1304314  3738358  3541098 3057153 1690338 2222043  1828508  2689580  1304314   718114 2772930  4274062
2013-03-01T15:02:00 64      16  627470 2067979  2689580  3363612 2278628 1599680 2203800  1648808  2561267  1599680  1599680 2772930  3057153
2013-03-01T18:03:00 64      16  610350 1526887  4274062  3203069 3958892 2379626 2772930  2203800  2689580   942521   852702 3203069  3057153
2013-03-01T21:02:00 64      16  557144 1279447  3363612  4564786 3738358 1599680 2052169  1780008  2662899  1049372  1484662 2892445  3958892
2013-03-02T00:03:00 64      16  634890 1249666  3541098  2689580 4018152 1526887 1562436  2133730  2689580  1066042  1492919 2892445  3203069
2013-03-02T03:03:00 64      16  842003 1279447  3363612  2278628 3022727 1599680 2133730  1879725  2278628   983980  1421755 1210227  3203069
2013-03-02T06:02:00 64      16  614542 1279447  3541098  3057153 4018152 1421755 1648808  2203800  2662899  1562436  1452528 2892445  4274062
